É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/05/19 23:52:24

,,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,îBçË,îBçË,îBçË,îBçË,îBçË,îBçË,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2020/12/26,ìy,1.8,8,1,0.0,8,1,2.9,8,1,0.0,8,1,,0,1,0.0,8,1,1.3,8,1,0.0,8,1,2.9,8,1,0.0,8,1,1.1,8,1,0.0,8,1,-2.6,8,1,0.0,8,1,0.1,8,1,0,1,8,1,3.1,8,1,0.0,8,1,,0,1,0.0,8,1,5.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.9,8,1,0,1,8,1
2020/12/27,ì˙,1.3,8,1,0.0,8,1,2.4,8,1,0.0,8,1,,0,1,0.0,8,1,3.0,8,1,0.0,8,1,5.5,8,1,0.0,8,1,2.2,8,1,0.0,8,1,-1.0,8,1,0.0,8,1,0.6,8,1,0,1,8,1,2.7,8,1,0.0,8,1,,0,1,0.0,8,1,3.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.7,8,1,0,1,8,1
2020/12/28,åé,4.0,8,1,0.5,8,1,4.5,8,1,0.0,8,1,,0,1,0.0,8,1,4.5,8,1,0.0,8,1,7.0,8,1,0.0,8,1,3.6,8,1,0.0,8,1,1.8,8,1,0.0,8,1,3.9,8,1,0.0,0,8,1,5.1,8,1,0.0,8,1,,0,1,0.0,8,1,5.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.8,8,1,0.0,0,8,1
2020/12/29,âŒ,3.9,8,1,0.0,8,1,3.3,8,1,0.0,8,1,,0,1,0.0,8,1,3.4,8,1,0.0,8,1,6.6,8,1,0.0,8,1,5.6,8,1,0.0,8,1,2.7,8,1,0.0,8,1,4.4,8,1,0,1,8,1,4.0,8,1,0.0,8,1,,0,1,0.0,8,1,4.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.4,8,1,0,1,8,1
2020/12/30,êÖ,3.2,8,1,3.0,8,1,4.0,8,1,5.0,8,1,,0,1,4.0,8,1,5.2,8,1,4.0,8,1,7.2,8,1,13.5,8,1,4.4,8,1,0.5,8,1,5.5,8,1,5.5,8,1,6.4,8,1,2.0,0,8,1,5.9,8,1,0.5,8,1,,0,1,1.5,8,1,4.9,8,1,0.5,8,1,,0,1,,0,1,,0,1,2.0,8,1,5.4,8,1,1.0,0,8,1
2020/12/31,ñÿ,-3.1,8,1,0.0,8,1,0.2,8,1,0.0,8,1,,0,1,0.0,8,1,0.7,8,1,0.0,8,1,3.1,8,1,0.0,8,1,-2.2,8,1,0.0,8,1,-5.0,8,1,0.0,8,1,-2.7,8,1,0,1,8,1,0.4,8,1,0.0,8,1,,0,1,0.0,8,1,0.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.3,8,1,0,1,8,1
2021/1/1,ã‡,-0.6,8,1,0.0,8,1,0.5,8,1,0.0,8,1,,0,1,0.0,8,1,1.3,8,1,0.0,8,1,3.0,8,1,0.0,8,1,-0.8,8,1,0.0,8,1,-4.6,8,1,0.0,8,1,-1.9,8,1,0,1,8,1,0.9,8,1,0.0,8,1,,0,1,0.0,8,1,1.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.1,8,1,0,1,8,1
2021/1/2,ìy,0.3,8,1,0.0,8,1,0.9,8,1,0.0,8,1,,0,1,0.0,8,1,0.2,8,1,0.0,8,1,1.5,8,1,0.0,8,1,-0.8,8,1,0.0,8,1,-3.8,8,1,0.0,8,1,-2.1,8,1,0,1,8,1,0.8,8,1,0.0,8,1,,0,1,0.0,8,1,1.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.1,8,1,0,1,8,1
2021/1/3,ì˙,-0.1,8,1,0.0,8,1,1.0,8,1,0.0,8,1,,0,1,0.0,8,1,1.2,8,1,0.0,8,1,3.0,8,1,0.0,8,1,-0.4,8,1,0.0,8,1,-3.8,8,1,0.0,8,1,-2.1,8,1,0,1,8,1,-0.7,8,1,0.0,8,1,,0,1,0.0,8,1,1.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.6,8,1,0,1,8,1
2021/1/4,åé,2.6,8,1,0.0,8,1,2.4,8,1,0.0,8,1,,0,1,0.0,8,1,1.8,8,1,0.0,8,1,3.9,8,1,0.0,8,1,1.2,8,1,0.0,8,1,-2.1,8,1,0.0,8,1,0.3,8,1,0,1,8,1,2.1,8,1,0.0,8,1,,0,1,0.0,8,1,3.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.2,8,1,0,1,8,1
2021/1/5,âŒ,3.0,8,1,0.0,8,1,2.7,8,1,0.0,8,1,,0,1,0.0,8,1,2.3,8,1,0.0,8,1,3.9,8,1,0.0,8,1,2.5,8,1,0.0,8,1,-1.0,8,1,0.0,8,1,0.4,8,1,0,1,8,1,1.9,8,1,0.0,8,1,,0,1,0.0,8,1,3.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.2,8,1,0,1,8,1
2021/1/6,êÖ,0.8,8,1,0.0,8,1,2.7,8,1,0.0,8,1,,0,1,0.0,8,1,3.2,8,1,0.0,8,1,4.7,8,1,0.0,8,1,2.2,8,1,0.0,8,1,-1.1,8,1,0.0,8,1,-0.5,8,1,0,1,8,1,1.2,8,1,0.0,8,1,,0,1,0.0,8,1,2.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.1,8,1,0,1,8,1
2021/1/7,ñÿ,-1.3,8,1,0.0,8,1,2.5,8,1,0.0,8,1,,0,1,0.0,8,1,3.1,8,1,0.0,8,1,4.3,8,1,0.0,8,1,1.1,8,1,0.0,8,1,-0.6,8,1,0.0,8,1,0.2,8,1,0,1,8,1,2.6,8,1,0.0,8,1,,0,1,0.0,8,1,2.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.5,8,1,0,1,8,1
2021/1/8,ã‡,-4.6,8,1,0.0,8,1,-2.3,8,1,0.0,8,1,,0,1,0.0,8,1,-1.0,8,1,0.0,8,1,-0.2,8,1,0.0,8,1,-3.3,8,1,0.0,8,1,-7.3,8,1,0.0,8,1,-5.4,8,1,0,1,8,1,-1.3,8,1,0.0,8,1,,0,1,0.0,8,1,-1.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,-0.5,8,1,0,1,8,1
2021/1/9,ìy,-4.7,8,1,0.0,8,1,-3.7,8,1,0.0,8,1,,0,1,0.0,8,1,-1.7,8,1,0.0,8,1,-0.6,8,1,0.0,8,1,-4.2,8,1,0.0,8,1,-7.1,8,1,0.0,8,1,-5.4,8,1,0,1,8,1,-2.8,8,1,0.0,8,1,,0,1,0.0,8,1,-2.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,-1.6,8,1,0,1,8,1
2021/1/10,ì˙,-3.1,8,1,0.0,8,1,-2.8,8,1,0.0,8,1,,0,1,0.0,8,1,-2.5,8,1,0.0,8,1,-0.4,8,1,0.0,8,1,-3.5,8,1,0.0,8,1,-7.4,8,1,0.0,8,1,-4.9,8,1,0,1,8,1,-1.9,8,1,0.0,8,1,,0,1,0.0,8,1,-1.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,-0.8,8,1,0,1,8,1
2021/1/11,åé,-1.9,8,1,0.0,8,1,-2.9,8,1,0.0,8,1,,0,1,0.0,8,1,-1.9,8,1,0.0,8,1,0.3,8,1,0.0,8,1,-1.8,8,1,0.0,8,1,-4.9,8,1,0.0,8,1,-3.9,8,1,0,1,8,1,-2.0,8,1,0.0,8,1,,0,1,0.0,8,1,-1.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,-1.0,8,1,0,1,8,1
2021/1/12,âŒ,-1.3,8,1,1.5,8,1,-1.1,8,1,2.5,8,1,,0,1,4.0,8,1,-0.6,8,1,3.0,8,1,0.7,8,1,3.5,8,1,-1.4,8,1,4.0,8,1,-2.2,8,1,3.5,8,1,-2.1,8,1,4.5,0,8,1,-0.4,8,1,2.0,8,1,,0,1,1.0,8,1,-0.5,8,1,4.0,8,1,,0,1,,0,1,,0,1,5.0,8,1,-0.1,8,1,3.0,0,8,1
2021/1/13,êÖ,-0.3,8,1,0.0,8,1,0.2,8,1,0.0,8,1,,0,1,0.0,8,1,1.0,8,1,0.0,8,1,2.7,8,1,0.0,8,1,-1.7,8,1,0.0,8,1,-3.5,8,1,0.0,8,1,-1.8,8,1,0,1,8,1,0.9,8,1,0.0,8,1,,0,1,0.0,8,1,0.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.2,8,1,0,1,8,1
2021/1/14,ñÿ,3.2,8,1,0.0,8,1,2.5,8,1,0.0,8,1,,0,1,0.0,8,1,1.3,8,1,0.0,8,1,4.1,8,1,0.0,8,1,1.3,8,1,0.0,8,1,-0.7,8,1,0.0,8,1,0.6,8,1,0,1,8,1,2.8,8,1,0.0,8,1,,0,1,0.0,8,1,2.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.4,8,1,0,1,8,1
2021/1/15,ã‡,2.4,8,1,0.0,8,1,2.1,4,1,0.0,8,1,,0,1,0.0,8,1,3.0,8,1,0.0,8,1,6.2,8,1,0.0,8,1,2.5,8,1,0.0,8,1,0.6,8,1,0.0,8,1,-0.2,8,1,0,1,8,1,1.6,8,1,0.0,8,1,,0,1,0.0,8,1,4.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.2,8,1,0,1,8,1
2021/1/16,ìy,3.6,8,1,0.0,8,1,4.1,8,1,0.0,8,1,,0,1,0.0,8,1,4.4,8,1,0.0,8,1,6.2,8,1,0.0,8,1,3.7,8,1,0.0,8,1,3.3,8,1,0.0,8,1,4.5,8,1,0.0,0,8,1,4.7,8,1,0.0,8,1,,0,1,0.0,8,1,4.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.0,8,1,4.6,8,1,0.0,0,8,1
2021/1/17,ì˙,1.3,8,1,0.0,8,1,3.3,8,1,0.0,8,1,,0,1,0.0,8,1,3.8,8,1,0.0,8,1,5.6,8,1,0.0,8,1,2.1,8,1,0.0,8,1,-0.2,8,1,0.0,8,1,0.6,8,1,0,1,8,1,2.7,8,1,0.0,8,1,,0,1,0.0,8,1,3.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.7,8,1,0,1,8,1
2021/1/18,åé,0.1,8,1,0.0,8,1,1.1,8,1,0.0,8,1,,0,1,0.0,8,1,2.7,8,1,0.0,8,1,4.1,5,1,0.0,8,1,0.2,8,1,0.0,8,1,-2.1,8,1,0.0,8,1,-0.9,8,1,0,1,8,1,-0.4,8,1,0.0,8,1,,0,1,0.0,8,1,1.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.0,8,1,0,1,8,1
2021/1/19,âŒ,-1.7,8,1,0.0,8,1,3.2,8,1,0.0,8,1,,0,1,0.0,8,1,4.1,8,1,0.0,8,1,4.9,8,1,0.0,8,1,-1.0,4,1,0.0,8,1,-2.4,8,1,0.0,8,1,-0.2,8,1,0,1,8,1,1.2,8,1,0.0,8,1,,0,1,0.0,8,1,3.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.2,8,1,0,1,8,1
2021/1/20,êÖ,-3.0,8,1,0.0,8,1,-0.7,8,1,0.0,8,1,,0,1,0.0,8,1,0.0,8,1,0.0,8,1,2.6,8,1,0.0,8,1,-2.4,8,1,0.0,8,1,-4.1,8,1,0.0,8,1,-1.1,8,1,0,1,8,1,-3.1,4,1,0.0,8,1,,0,1,0.0,8,1,-0.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,0.3,8,1,0,1,8,1
2021/1/21,ñÿ,0.7,8,1,0.0,8,1,0.7,8,1,0.0,8,1,,0,1,0.0,8,1,1.4,8,1,0.0,8,1,4.1,8,1,0.0,8,1,0.6,8,1,0.0,8,1,-3.3,4,1,0.0,8,1,1.7,8,1,0,1,8,1,0.8,8,1,0.0,8,1,,0,1,0.0,8,1,1.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.3,8,1,0,1,8,1
2021/1/22,ã‡,4.6,8,1,0.0,8,1,3.2,8,1,0.0,8,1,,0,1,0.0,8,1,3.7,8,1,0.0,8,1,6.2,5,1,0.0,8,1,4.2,8,1,0.0,8,1,3.5,8,1,0.0,8,1,4.8,8,1,0.0,0,8,1,4.9,8,1,0.0,8,1,,0,1,0.0,8,1,4.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.9,8,1,0.0,0,8,1
2021/1/23,ìy,3.7,8,1,14.5,8,1,5.8,8,1,12.0,8,1,,0,1,13.5,8,1,6.1,8,1,14.5,8,1,8.1,8,1,16.5,8,1,4.5,8,1,11.0,8,1,1.6,8,1,15.0,8,1,2.2,8,1,15.0,0,8,1,3.5,8,1,20.5,8,1,,0,1,19.5,8,1,5.8,8,1,13.0,8,1,,0,1,,0,1,,0,1,15.0,8,1,6.6,8,1,12.5,0,8,1
2021/1/24,ì˙,2.4,8,1,16.5,8,1,4.8,8,1,14.0,8,1,,0,1,14.0,8,1,5.9,8,1,15.0,8,1,7.4,8,1,11.5,8,1,3.9,8,1,9.0,8,1,0.4,8,1,15.5,8,1,0.3,8,1,12.5,0,8,1,1.0,8,1,17.5,8,1,,0,1,14.0,8,1,5.1,8,1,10.0,8,1,,0,1,,0,1,,0,1,12.5,8,1,6.1,8,1,13.0,0,8,1
2021/1/25,åé,3.4,8,1,0.0,8,1,5.3,8,1,0.5,8,1,,0,1,0.5,8,1,5.5,8,1,1.0,8,1,7.3,8,1,1.0,8,1,3.5,8,1,0.5,8,1,0.6,8,1,3.0,8,1,0.9,8,1,1.5,0,8,1,3.9,8,1,2.0,8,1,,0,1,2.0,8,1,6.3,8,1,2.5,8,1,,0,1,,0,1,,0,1,1.5,8,1,7.0,8,1,1.0,0,8,1
2021/1/26,âŒ,3.0,8,1,0.0,8,1,4.0,8,1,0.5,8,1,,0,1,1.0,8,1,4.4,8,1,1.0,8,1,7.0,8,1,3.5,8,1,3.5,8,1,4.0,8,1,0.4,8,1,4.5,8,1,0.5,8,1,0.0,0,8,1,3.2,8,1,0.5,8,1,,0,1,0.0,8,1,4.7,8,1,0.5,8,1,,0,1,,0,1,,0,1,2.0,8,1,5.5,8,1,0.5,0,8,1
2021/1/27,êÖ,5.8,8,1,1.5,8,1,7.9,8,1,2.5,8,1,,0,1,3.5,8,1,8.4,8,1,5.5,8,1,10.3,8,1,17.0,8,1,7.0,8,1,5.5,8,1,5.9,8,1,5.0,8,1,7.6,8,1,3.5,0,8,1,7.3,8,1,0.0,8,1,,0,1,1.0,8,1,8.1,8,1,3.5,8,1,,0,1,,0,1,,0,1,4.5,8,1,8.9,8,1,3.0,0,8,1
2021/1/28,ñÿ,1.1,8,1,2.5,8,1,4.0,8,1,0.5,8,1,,0,1,1.5,8,1,4.2,8,1,4.0,8,1,5.6,8,1,6.5,8,1,2.0,8,1,4.5,8,1,-0.3,8,1,7.5,8,1,0.0,8,1,8.0,0,8,1,2.3,8,1,5.5,8,1,,0,1,7.0,8,1,3.5,8,1,3.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.3,8,1,0.0,0,8,1
2021/1/29,ã‡,-1.7,8,1,1.0,8,1,2.8,8,1,0.0,8,1,,0,1,0.0,8,1,3.1,8,1,0.0,8,1,3.6,8,1,0.0,8,1,0.1,8,1,0.0,8,1,-2.5,8,1,0.0,8,1,-1.7,8,1,0,1,8,1,2.1,8,1,0.0,8,1,,0,1,0.0,8,1,2.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.6,8,1,0.0,0,8,1
2021/1/30,ìy,-1.5,8,1,0.0,8,1,1.9,8,1,0.0,8,1,,0,1,0.0,8,1,1.6,8,1,0.0,8,1,1.3,8,1,0.0,8,1,-0.8,8,1,0.0,8,1,-4.3,8,1,0.0,8,1,-2.3,8,1,0.0,0,8,1,2.3,8,1,0.0,8,1,,0,1,0.0,8,1,2.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.6,8,1,0,1,8,1
2021/1/31,ì˙,1.2,8,1,0.0,8,1,2.2,8,1,0.0,8,1,,0,1,0.0,8,1,1.9,8,1,0.0,8,1,3.5,8,1,0.0,8,1,1.1,8,1,0.0,8,1,-2.4,8,1,0.0,8,1,-0.4,8,1,0,1,8,1,1.6,8,1,0.0,8,1,,0,1,0.0,8,1,3.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.8,8,1,0,1,8,1
2021/2/1,åé,2.9,8,1,2.5,8,1,4.8,8,1,4.0,8,1,,0,1,3.0,8,1,5.4,8,1,2.5,8,1,7.1,8,1,8.5,8,1,4.4,8,1,1.0,8,1,1.6,8,1,0.0,8,1,2.5,8,1,0.5,0,8,1,5.5,8,1,0.0,8,1,,0,1,0.0,8,1,5.5,8,1,0.5,8,1,,0,1,,0,1,,0,1,2.0,8,1,6.7,8,1,0.5,0,8,1
2021/2/2,âŒ,4.4,5,1,14.0,8,1,7.4,8,1,14.5,8,1,,0,1,11.0,8,1,8.2,8,1,10.0,8,1,9.5,8,1,32.0,8,1,5.8,8,1,2.5,8,1,5.0,8,1,7.0,8,1,6.5,8,1,7.0,0,8,1,8.9,8,1,2.0,8,1,,0,1,1.5,8,1,7.9,8,1,3.5,8,1,,0,1,,0,1,,0,1,14.0,8,1,9.0,8,1,5.5,0,8,1
2021/2/3,êÖ,0.6,8,1,0.0,8,1,3.3,8,1,0.0,8,1,,0,1,0.0,8,1,2.9,8,1,0.0,8,1,4.1,8,1,0.0,8,1,0.9,8,1,0.0,8,1,-1.0,8,1,0.0,8,1,0.5,8,1,0,1,8,1,2.6,8,1,0.0,8,1,,0,1,0.0,8,1,3.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.5,8,1,0,1,8,1
2021/2/4,ñÿ,0.7,8,1,0.0,8,1,2.7,8,1,0.0,8,1,,0,1,0.0,8,1,3.1,8,1,0.0,8,1,4.9,8,1,0.0,8,1,1.2,8,1,0.0,8,1,-1.5,8,1,0.0,8,1,0.4,8,1,0,1,8,1,3.2,8,1,0.0,8,1,,0,1,0.0,8,1,2.8,5,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.4,8,1,0,1,8,1
2021/2/5,ã‡,2.0,8,1,0.0,8,1,4.6,8,1,0.0,8,1,,0,1,0.0,8,1,1.8,5,1,0.0,8,1,4.0,8,1,0.0,8,1,1.9,8,1,0.0,8,1,-0.7,8,1,0.0,8,1,1.7,8,1,0,1,8,1,4.4,8,1,0.0,8,1,,0,1,0.0,8,1,4.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,6.2,8,1,0,1,8,1
2021/2/6,ìy,5.2,8,1,0.0,8,1,4.5,8,1,0.0,8,1,,0,1,0.0,8,1,4.9,8,1,0.0,8,1,6.8,8,1,0.0,8,1,4.5,8,1,0.0,8,1,1.6,8,1,0.0,8,1,3.8,8,1,0,1,8,1,4.9,8,1,0.0,8,1,,0,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,6.9,8,1,0,1,8,1
2021/2/7,ì˙,5.8,8,1,0.0,8,1,6.2,8,1,0.0,8,1,,0,1,0.0,8,1,5.5,8,1,0.0,8,1,7.4,8,1,0.0,8,1,5.2,8,1,0.0,8,1,2.2,8,1,0.0,8,1,4.1,8,1,0,1,8,1,6.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.8,8,1,0,1,8,1
2021/2/8,åé,0.9,8,1,0.0,8,1,4.1,8,1,0.0,8,1,,0,1,0.0,8,1,5.4,8,1,0.0,8,1,6.6,8,1,0.0,8,1,2.3,8,1,0.0,8,1,0.2,8,1,0.0,8,1,1.4,8,1,0,1,8,1,3.8,8,1,0.0,8,1,,0,1,0.0,8,1,4.0,5,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.9,8,1,0,1,8,1
2021/2/9,âŒ,-2.1,5,1,0.0,8,1,1.1,8,1,0.0,8,1,,0,1,0.0,8,1,1.0,8,1,0.0,8,1,2.2,8,1,0.0,8,1,-0.8,8,1,0.0,8,1,-4.2,8,1,0.0,8,1,-2.2,8,1,0,1,8,1,1.4,8,1,0.0,8,1,,0,1,0.0,8,1,1.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.3,8,1,0,1,8,1
2021/2/10,êÖ,2.0,8,1,0.0,8,1,1.6,8,1,0.0,8,1,,0,1,0.0,8,1,1.7,8,1,0.0,8,1,3.0,8,1,0.0,8,1,1.8,8,1,0.0,8,1,-2.0,8,1,0.0,8,1,0.2,8,1,0,1,8,1,1.7,8,1,0.0,8,1,,0,1,0.0,8,1,3.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.6,8,1,0,1,8,1
2021/2/11,ñÿ,3.0,8,1,0.0,8,1,6.3,8,1,0.0,8,1,,0,1,0.0,8,1,4.6,8,1,0.0,8,1,6.0,8,1,0.0,8,1,3.7,8,1,0.0,8,1,1.5,8,1,0.0,8,1,3.5,8,1,0,1,8,1,5.7,8,1,0.0,8,1,,0,1,0.0,8,1,6.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.5,8,1,0,1,8,1
2021/2/12,ã‡,3.1,8,1,0.0,8,1,4.6,8,1,0.0,8,1,,0,1,0.0,8,1,4.9,8,1,0.0,8,1,7.2,8,1,0.0,8,1,4.3,8,1,0.0,8,1,1.7,8,1,0.0,8,1,2.6,8,1,0,1,8,1,3.8,8,1,0.0,8,1,,0,1,0.0,8,1,5.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,6.0,8,1,0,1,8,1
2021/2/13,ìy,5.4,8,1,0.0,8,1,6.3,8,1,0.0,8,1,,0,1,0.0,8,1,7.4,8,1,0.0,8,1,9.5,8,1,0.0,8,1,5.8,8,1,0.0,8,1,1.6,8,1,0.0,8,1,3.7,8,1,0,1,5,1,5.7,8,1,0.0,8,1,,0,1,0.0,8,1,7.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.3,8,1,0,1,8,1
2021/2/14,ì˙,8.0,8,1,0.0,8,1,8.9,8,1,0.0,8,1,,0,1,0.0,8,1,10.2,8,1,0.0,8,1,11.9,8,1,0.0,8,1,8.2,8,1,0.0,8,1,4.4,8,1,0.0,8,1,6.9,8,1,0.0,0,5,1,8.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.9,8,1,0.0,0,8,1
2021/2/15,åé,7.1,8,1,21.0,8,1,9.4,8,1,34.0,8,1,,0,1,38.0,8,1,9.4,8,1,48.5,8,1,11.1,8,1,63.0,8,1,7.1,8,1,35.0,8,1,6.3,8,1,64.0,8,1,7.0,8,1,51.0,0,8,1,9.3,8,1,44.5,8,1,,0,1,40.5,8,1,9.7,8,1,35.0,8,1,,0,1,,0,1,,0,1,19.5,8,1,10.9,8,1,34.0,0,8,1
2021/2/16,âŒ,2.3,8,1,0.0,8,1,6.6,8,1,0.0,8,1,,0,1,0.0,8,1,9.1,8,1,0.0,8,1,9.7,8,1,0.0,8,1,4.8,8,1,0.0,8,1,2.6,8,1,0.0,8,1,3.4,5,1,0,1,5,1,7.1,8,1,0.0,8,1,,0,1,0.0,8,1,7.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.5,8,1,0.0,0,8,1
2021/2/17,êÖ,-1.8,8,1,0.0,8,1,2.6,8,1,0.0,8,1,,0,1,0.0,8,1,5.2,8,1,0.0,8,1,5.7,8,1,0.0,8,1,1.9,8,1,0.0,8,1,-0.8,8,1,0.0,8,1,-0.1,8,1,0,1,8,1,3.1,8,1,0.0,8,1,,0,1,0.0,8,1,2.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.5,8,1,0,1,8,1
2021/2/18,ñÿ,-3.4,8,1,0.0,8,1,0.1,8,1,0.0,8,1,,0,1,0.0,8,1,1.1,8,1,0.0,8,1,2.6,8,1,0.0,8,1,-1.4,8,1,0.0,8,1,-5.7,5,1,0.0,8,1,-3.1,8,1,0,1,8,1,1.1,8,1,0.0,8,1,,0,1,0.0,8,1,0.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,1.9,8,1,0,1,8,1
2021/2/19,ã‡,-0.5,8,1,0.0,8,1,1.7,8,1,0.0,8,1,,0,1,0.0,8,1,1.8,8,1,0.0,8,1,3.5,8,1,0.0,8,1,0.4,8,1,0.0,8,1,-1.2,8,1,0.0,8,1,0.7,8,1,0,1,8,1,2.9,8,1,0.0,8,1,,0,1,0.0,8,1,2.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.7,8,1,0,1,8,1
2021/2/20,ìy,4.7,8,1,0.0,8,1,5.8,8,1,0.0,8,1,,0,1,0.0,8,1,6.9,8,1,0.0,8,1,7.4,8,1,0.0,8,1,5.2,8,1,0.0,8,1,3.7,8,1,0.0,8,1,4.9,8,1,0,1,8,1,7.6,8,1,0.0,8,1,,0,1,0.0,8,1,6.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.4,8,1,0,1,8,1
2021/2/21,ì˙,11.8,8,1,0.0,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,10.8,8,1,0.0,8,1,10.6,8,1,0.0,8,1,9.5,8,1,0.0,8,1,7.0,8,1,0.0,8,1,8.5,8,1,0,1,8,1,10.3,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.0,8,1,0,1,8,1
2021/2/22,åé,11.9,8,1,0.0,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.3,8,1,0.0,8,1,11.1,8,1,0.0,8,1,10.3,8,1,0.0,8,1,5.2,8,1,0.0,8,1,7.9,8,1,0,1,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.5,8,1,0,1,8,1
